cano_smiles,MW,TPSA,HBD,HBA,Water Solubility
CC1C=C(c2csc(SC3=C(C(=O)O)N4C(=O)C(C(C)O)C4C3C)n2)CN1,407.5170000000001,102.76,3,7,0.0412
Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2Cl)n[nH]1,348.7730000000001,104.3,3,7,0.0284
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,376.441,67.57000000000001,0,6,0.00449
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,432.53200000000015,85.8,1,8,0.748
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(C)=O)COC(=O)CCCCCCCCCCCCCCC,634.9829999999998,78.9,0,6,8.03e-06
Cn1c(C=CCO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,288.30300000000005,82.53999999999999,2,6,4.8
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl,419.0090000000001,61.36,3,3,0.00034
COc1ccc(CC(O)c2cc(OC)c(OC)c(OC)c2)cc1O,334.36800000000005,77.38000000000001,2,6,0.0545
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(O)C2)c(-c2ccn[nH]2)c1,449.8450000000002,103.37,3,6,0.0545
N=C(N)c1ccc2cc(OC(=O)c3ccc(N=C(N)N)cc3)ccc2c1,347.37800000000004,140.57000000000002,4,4,0.0341
C=CCN(C=C1C(=O)OC(COC)C2(C)C1=C(O)C(=O)C1=C2C(OC(C)=O)CC2(C)C(=O)CCC12)CC=C,525.5980000000004,119.44,1,9,0.0267
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,1394.5950000000005,494.2199999999999,17,21,0.0382
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,447.5330000000002,213.72,8,12,15.6
COC(=O)c1cccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,452.59500000000014,71.79,0,6,0.00305
CC#Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,282.252,124.78,4,7,2.0
NCCC(O)c1cccc(OCC2CCCCC2)c1,263.38099999999986,55.48,2,3,0.0311
O=c1c2ccccc2[se]n1-c1ccccc1,274.181,22.0,0,2,4.35
Cn1cc(-c2[nH]c3cc(NC(=O)C(N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,419.48900000000015,130.19,4,6,0.0684
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,404.4700000000001,104.2,2,7,0.161
CCC(C)C(NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(N)CC(N)=O)C(C)C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)O,824.9339999999999,355.85,10,12,0.343
CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,283.393,63.24,1,3,0.0103
CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,592.6910000000003,269.29,11,15,12.3
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,259.218,151.06,5,8,36.1
COc1cc(C(C)=O)ccc1O,166.176,46.53,1,3,3.04
COC(=O)OC12COC1CC(O)C1(C)C(=O)C(OC(C)=O)C3=C(C)C(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,869.9170000000003,230.52,4,15,0.00675
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,236.27399999999997,32.67,0,2,0.171
C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,426.7290000000002,20.23,1,1,0.000195
O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,478.5300000000001,114.62,1,7,0.0219
CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,550.9200000000006,34.58,0,4,2.6e-05
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,401.4290000000001,84.66,2,4,0.11
CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,456.5680000000002,98.42,0,8,0.0679
C[N+](C)(C)CCO,104.173,20.23,1,1,3.61
O=C(O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,510.0650000000001,66.76,2,3,0.00692
C=C(C#N)C(=O)OCCC(C)C,167.208,50.09,0,3,0.339
CCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)O)C(C)CC,913.0469999999996,379.74,12,12,0.0352
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(O)(c3cncs3)CC2)C1,482.5280000000003,94.56,3,6,0.00374
CSCOC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C(C)=C(C(OC(C)=O)C(=O)C12C)C3(C)C,914.039,210.29,3,15,0.00214
Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,425.5280000000002,59.3,1,3,0.000461
CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,449.6350000000003,60.77,2,4,0.00759
CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21,512.3770000000002,100.11,2,9,0.0691
C#Cc1cccc(-c2cc(=O)n(C)c3ccc(C(O)(c4ccc(Cl)cc4)c4cncn4C)cc23)c1,479.96700000000016,60.05,1,5,0.00207
Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,283.44,12.03,1,2,0.000695
CCCCCCCCCCCCCCOc1ccc(C(=O)OCC(=O)N(C)CC(=O)OCC)o1,481.63000000000034,95.28,0,7,0.00331
COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,630.1190000000003,125.92000000000002,1,9,0.0114
CC(Oc1nnc(-c2ccncc2)n1C)c1cc(-c2cccc(Cl)c2)on1,381.823,78.86,0,7,0.0743
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,421.49700000000007,90.9,3,5,0.0052
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1,382.58800000000014,29.46,1,2,0.000793
NC(N)=NCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)O,1423.716,875.7199999999999,28,19,0.317
CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1,487.4120000000002,74.13,1,4,0.00176
C#CCN(C)C(C)Cc1ccccc1,187.286,3.24,0,1,0.0254
CC1(C)CCC2(C(=O)O)CCC3(C)C(C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC43C)C2C1,491.6720000000004,95.23,1,4,0.00401
COCCOc1cc(Cn2c(C(=O)O)c(-c3ccc(C(C)(C)C)cc3)c3ccccc32)cc(OCCOC)c1,531.6490000000003,79.15,1,6,0.000129
CC1=C2CC3C(CCC4CC(NS(C)(=O)=O)CCC43C)C2CCC2(C1)OC1CC(C)CNC1C2C,504.7810000000004,67.43,2,4,0.000464
COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,353.42600000000004,64.78,0,7,0.112
Cc1c(CN(C)C(=O)C=Cc2cnc3c(c2)CCC(=O)N3)oc2ccccc12,375.42800000000005,75.44,1,4,0.0427
N#Cc1cc(NC(=O)C2c3ccccc3C(=O)N(CC(F)(F)F)C2c2cccnc2)ccc1F,468.41,86.09,1,4,0.00532
COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3csc4c(-c5ccc6nc(C7CCCN7C(=O)C(NC(=O)OC)C(C)C)[nH]c6c5)csc34)cc2)[nH]1)c1ccccc1,885.0850000000002,174.63999999999996,4,10,0.000691
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,387.48400000000015,71.74000000000001,1,8,0.541
COC(Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,422.477,74.22,1,5,0.00107
N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,391.1890000000001,91.54,1,5,0.00276
NC(=O)CNC1Cc2ccccc2C1,190.246,55.120000000000005,2,2,0.485
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,464.37900000000025,210.51,8,12,1.95
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,401.4700000000001,73.02000000000001,0,6,0.0418
CCCc1cc(C(N)=S)ccn1,180.276,38.91,1,2,0.296
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,573.6720000000005,199.95,7,8,0.0196
COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,642.7860000000003,126.0,3,11,0.00204
CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,356.4700000000001,72.68,1,5,0.125
COC1C(OC(=O)C=Cc2ccc(OCCN(C)C)cc2)CCC2(CO2)C1C1(C)OC1CC=C(C)C,499.6480000000004,73.06,0,7,0.00264
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,368.3850000000001,100.13,3,6,0.00821
C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc2nc(Br)cnc2c1,539.4330000000001,69.9,0,6,0.00287
COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,784.8880000000001,164.28,4,14,0.0646
OC1(CN2CCC(COc3noc4cccc(OC5CCOC5)c34)CC2)CCOCC1,432.5170000000005,86.42000000000002,1,8,0.205
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2,457.4470000000003,193.98,6,9,0.823
CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,701.994,120.52,2,7,0.00826
NC(=O)C1(NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2csc3ccccc23)NC(=O)C2CCCNC2)CCNCC1,790.9909999999995,199.34,8,8,0.00126
CC(NC(=O)C(C#N)=Cc1cccc(Br)n1)c1ccccc1,356.22300000000007,65.78,1,3,0.00537
O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,353.44700000000006,62.3,1,5,0.057
CC(C)=CCCC(C)=CCCC(C)=CCSc1ccccc1C(=O)O,358.547,37.3,1,2,0.000659
FC(F)(F)c1ccc(C=Cc2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,468.4790000000002,65.97,0,6,0.0124
O=C(NCCCOc1ccc2[nH]c(=O)ccc2c1)N(C1CC1)C1CCCCC1O,399.4910000000002,94.66,3,4,0.141
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,361.4900000000002,81.33,2,4,0.0937
CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,410.52200000000033,96.61,2,7,0.0637
CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1,532.1280000000002,39.52,0,5,8.86e-05
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,445.4240000000002,75.52000000000001,1,6,0.01
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)C(O)C1O,777.8869999999998,220.78,7,13,0.0264
NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCN=C(N)N,387.52900000000034,180.88000000000005,7,6,0.129
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,477.58000000000015,37.61000000000001,0,5,0.00981
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21,594.7190000000002,87.12,1,5,0.00105
S=C=NCCc1ccccc1,163.245,12.36,0,2,0.0277
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,406.4900000000002,100.42000000000002,3,6,0.0133
C[Se]CC(N)C(=O)O,182.081,63.32000000000001,2,2,156.0
CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,868.071,238.48,9,16,0.198
CC(C)n1c(=O)c(C(=O)NC2CC3CCC(C2)N3CC(O)CN(C)S(C)(=O)=O)cc2ccccc21,504.65300000000025,111.95,2,7,0.116
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,505.50600000000014,106.96,1,7,0.00193
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,425.4000000000004,32.78,0,3,0.0147
CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OCC(O)CO,453.5390000000002,110.73000000000002,2,8,0.0744
[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2C(Nc2ncnc3cccnc23)C(F)(F)F)c1,482.8530000000001,90.53,1,6,0.00623
CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,312.369,78.43,3,3,0.00992
CS(=O)(=O)NC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1,465.56800000000015,130.0,3,7,0.0296
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,302.367,78.9,0,6,0.317
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,339.5080000000001,9.72,0,4,0.0601
CC(C)(C)c1cc(C(C)(C)C)c2[nH]c(C(C)(C)C)c(CC(NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NCCc3ccccc3)c2c1,788.0989999999997,257.91,9,6,0.00105
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,272.392,32.34,1,2,0.389
CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1,424.946,79.15,3,6,0.042
CCCN(c1ccncc1F)n1cc(C)c2ccccc21,283.35,21.06,0,3,0.054
c1cnc(NCc2ccc(CNc3ncccn3)cc2)nc1,292.346,75.62,2,6,0.0106
Nc1ncnc2c1ncn2CCNCCCCCO,264.3329999999999,101.88,3,7,1.13
CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(CCNS(C)(=O)=O)cc2)cc1,438.6150000000002,92.34,2,4,0.00187
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,438.47400000000016,62.4,1,3,0.00135
CC(C)C1(C(=O)NC2CC(=O)OC2(O)CF)CC(c2nccc3ccccc23)=NO1,415.4210000000001,110.11,2,7,0.0728
CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21,437.97100000000006,37.71000000000001,0,4,0.00667
CCCS(=O)(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(-c4cc(NC(=O)C5CC5)ccc4OC(F)(F)F)cc3)cc2)CC1,644.7160000000003,108.05,2,6,0.002
COC(=O)N1CCC(CN2CCC(CNC(=O)c3cccc4[nH]c(C(C)C)nc34)CC2)CC1,455.6030000000002,90.56,2,5,0.0518
O=P1(N(CCCl)CCCl)NC(OO)CCO1,293.0870000000001,71.03000000000002,2,4,13.3
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,273.464,3.24,0,1,0.000461
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,580.759,115.82,2,11,0.0167
CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,785.1089999999998,133.41,2,9,0.00127
O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,391.5150000000001,62.3,1,3,0.00342
CCOCc1cc(OC)c(-c2ccc(CC(NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1,499.5100000000002,94.09,2,5,0.000824
Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,265.29100000000005,30.19,0,3,0.00458
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,214.181,110.29,2,6,6.9
CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,324.3800000000001,64.35000000000001,1,4,0.0144
CCN1C(=O)CNc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,336.3590000000001,112.58,2,7,0.0229
Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,249.252,133.14999999999998,2,6,3.83
S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,447.5200000000002,75.89,1,7,0.0741
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,460.62100000000015,23.550000000000004,0,2,0.000237
COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,466.3390000000002,94.2,3,5,0.00493
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,425.4930000000002,137.14,3,10,0.0664
Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1,302.34100000000007,92.51,3,5,0.042
NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(CCCCN)C(N)=O)C(c1ccccc1)c1ccccc1,1439.823,479.3799999999998,18,15,0.00289
CCCCC1OC(=O)c2ccccc21,190.242,26.3,0,2,0.0654
COC(=O)C(N)CCCN=C(N)N[N+](=O)[O-],233.228,145.87,3,6,0.698
O=C(O)CC(O)C(=O)O,134.087,94.83,3,3,218.0
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,363.4610000000001,81.07,3,4,0.00744
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,504.6560000000004,95.16,2,5,0.00415
Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)[nH]c(=O)c2C1,463.5160000000003,187.5,6,8,0.0375
CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,318.37300000000005,66.56,2,3,0.00611
CC(C)(C)c1nnc(C2OC(n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)C(O)C2O)o1,489.89500000000015,144.24,3,11,0.207
COc1cc(C(=O)C(=O)N(C)C(Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC,749.308,111.16,0,8,0.00018
CCOC(=O)C(C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)NC(C)C(=O)OCC,526.5350000000003,184.61,4,12,0.336
CC(N)c1ccc(C(O)CNC(C)(C)C)cc1,236.35899999999995,58.28,3,3,0.461
O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2,380.9190000000001,41.99,1,2,0.000215
CN=C=O,57.052,29.43,0,2,37.3
Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1,261.708,42.35000000000001,1,3,0.727
O=CC(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,312.271,177.14,7,10,284.0
Nc1nc2c(c(=O)[nH]1)CC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,443.46000000000015,187.5,6,7,0.0911
O=C(CS(=O)Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,431.55800000000033,84.67,1,6,0.243
OCCc1ccc(O)c(O)c1,154.165,60.69,3,3,17.4
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO,465.55400000000026,93.07,1,9,0.241
CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,472.5010000000002,111.67000000000002,2,8,0.00449
CC(O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)CCCNC(=O)CCCN(CC(N)=O)C(=O)C(Cc2ccccc2)NC1=O,1123.3259999999996,344.9299999999999,12,11,0.00501
CC1OC(OC2C(NC(=O)c3cc(=O)[nH]c(=O)[nH]3)CC(C(=O)NCCNC(=O)COCCOCC(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)CC2OC2OC(CO)C(O)C(OC(CC3CCCCC3)C(=O)O)C2OC(=O)c2ccccc2)C(O)C(O)C1O,1447.4420000000011,574.5900000000001,15,27,3.09
Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,271.316,72.72,4,4,0.236
O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1,354.189,59.75,0,4,0.0315
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,395.4400000000001,90.29,1,7,0.0434
OC1(c2ncccn2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,440.374,49.25000000000001,1,4,0.00687
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,257.246,148.07,7,7,5.15
CC(Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,389.4380000000001,80.55,2,7,0.0227
CC(C)Oc1ccc(-c2nc(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6(C)CC6)CC5C=CCCCCCC(NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1,897.0639999999996,208.36,3,12,0.0122
CCC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,302.4580000000001,37.3,1,2,0.0174
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,354.48700000000014,97.99,4,4,0.117
COC(C(O)CO)C1OC(C(=O)O)=CC(N=C(N)N)C1NC(C)=O,346.3400000000001,189.72000000000003,6,7,1.12
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,343.213,41.99,1,2,0.000747
c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,306.408,0.0,0,0,4.7e-06
CC(NC(=O)C(CCC(=O)O)NC(=O)CCCCC1CCSS1)C(=O)O,406.5260000000001,132.79999999999998,4,6,0.0852
O=C1C=CN(c2c(F)cc(N3CC(CNc4ccon4)OC3=O)c(F)c2F)CC1,408.3360000000002,87.91,1,7,0.237
COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CCC(OC(N)=O)c2ccc(F)cc2)CC1,492.9790000000003,119.91,3,6,0.00713
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,584.7200000000001,69.48,0,7,0.000453
CS(=O)(=O)Nc1ccc(C(=O)OC(Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,687.5449999999997,127.1,1,8,0.000157
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,414.41000000000025,92.68,1,8,0.114
CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,248.153,32.26,2,2,0.127
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,249.273,58.69,1,3,0.15
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,576.5050000000001,121.88,2,7,0.00263
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,641.3,50.6,0,6,0.000106
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,459.5860000000004,70.0,2,4,0.000945
CC(N)C(=O)c1ccc2c(c1)OCO2,193.20199999999997,61.55000000000001,1,4,8.98
OB1OCc2cc(Cl)ccc21,168.388,29.46,1,2,2.58
COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,406.43400000000014,78.13000000000001,1,6,0.00343
CC1=CCC(O)(C(C)C)CC1,154.25299999999996,20.23,1,1,2.5
CC1CN2c3c(cc4c(N5C(=O)OCC5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,487.4440000000002,143.30999999999997,2,9,0.631
COc1cc(O)c2c(=O)oc(C(C)C(=O)O)cc2c1,264.23299999999995,96.97,2,5,0.914
CCC(CC)C(CO)NS(=O)(=O)c1ccc(Cl)s1,311.856,66.4,2,4,0.0765
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,238.024,0.0,0,0,0.0485
CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F,460.326,76.74000000000001,1,5,0.0026
C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,507.7370000000003,109.85,3,7,0.00494
Cn1cc(CC(N)C(=O)O)c2ccccc21,218.25600000000003,68.25,2,3,0.721
CC(=O)Nc1ccc(C=NNC(N)=S)cc1,236.3,79.51,3,3,0.0505
