cano_smiles,MW,TPSA,HBD,HBA,Water Solubility
C1C[N-]CC[N-]CCC[N-]CC[N-]C1.[Cu],259.844,56.400000000000006,0,0,0.294
CCCCCCCC(=O)OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,468.4960000000001,195.6,7,12,12.9
NC(CC1CO1)C(=O)O,131.131,75.85,2,3,457.0
CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,937.7930000000003,383.86,10,20,3.25
CCCCCCCCCCCCCCCCCC(=O)O,284.4839999999999,37.3,1,1,6.61e-05
COC1OC(C)C(O)C(O)C1O,178.184,79.15,3,5,812.0
Cc1cn(C2CC(F)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,324.201,130.85,3,6,6.05
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C2O)cc1,271.225,122.29000000000002,3,7,15.8
Nc1nc2ncc(CO)nc2c(=O)[nH]1,193.166,117.78,3,6,2.25
OCC1OC(SC2C(CO)OC(OC3C(CO)OC(SC4C(CO)OC(OC5C(CO)OC(SC6C(CO)OC(O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1039.0650000000012,478.4400000000001,20,31,243.0
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1cccc(OC)c1C3=O,599.6330000000003,172.29,4,12,0.431
O=P(O)(O)OCC1OC(n2cnc3ncncc32)C(O)C1O,332.20900000000006,160.05,4,9,3.28
NC(CS)C(=O)O,121.16099999999996,63.32000000000001,3,3,23.1
CC(C)C(NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,489.47600000000017,153.24999999999997,3,8,0.00422
CCCCCCCCCCCCCC=CC(O)C(N)CO,299.499,66.48,3,3,0.0039
Cc1ncc(CN)c(N)n1,138.174,77.82,2,4,19.5
O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,330.208,174.71999999999997,4,6,0.0966
OCC1NCC(O)C(O)C1O,163.173,92.95,5,5,511.0
O=C(O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,393.46400000000006,74.68,1,3,0.00214
O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,940.6810000000004,444.1800000000001,15,26,0.679
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,157.085,115.90999999999995,3,4,7.15
Nc1ccc(CCC(=O)O)cc1,165.19200000000004,63.32000000000001,2,2,2.04
C=C(C=O)CCP(=O)(O)O,164.097,74.60000000000001,2,2,15.4
O=C([O-])C(O)CC(O)C(O)C(=O)[O-],192.123,140.95000000000002,3,7,560.0
NC(=[NH2+])c1ccc2nc(C(=O)c3nc4ccc(C(N)=[NH2+])cc4[nH]3)[nH]c2c1,348.37,177.64999999999998,6,3,0.00839
C=CC(N)C(=O)O,101.10499999999998,63.32000000000001,2,2,250.0
O=C(O)CC1CCC(C(=O)O)N1,173.168,86.63,3,3,43.9
Nc1ncnc2c1ncn2C1C=CC(O)C1O,233.231,110.08,3,7,6.86
O=P(O)(O)C(O)c1cccc2ccccc12,238.179,77.76,3,2,1.83
CC(=O)NC(=O)NC1OC(CO)C(O)C(O)C1O,264.234,148.35,6,7,86.2
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1O,769.8410000000002,210.98,5,15,0.292
CC(O)C(CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,323.39600000000013,81.13999999999999,2,4,0.0202
CNC1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,403.50700000000006,118.79999999999998,2,7,0.263
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,491.1830000000001,258.8999999999999,6,13,3.83
C[N+](C)(C)C(CCc1ncc(CC(N)C(=O)[O-])[nH]1)C(N)=O,297.35900000000004,137.92,3,5,0.124
C=CC1C2=Cc3[n-]c(c(CCC(=O)O)c3C)C=c3[n-]c(c(C)c3CCC(=O)O)=Cc3[n-]c(c(=CO)c3C)=CC(=C1C)[N-]2.[Fe+4],620.4870000000002,151.23,3,3,0.00611
NC(Cc1c[nH]c2ccccc12)C(=O)O,204.229,79.11,3,2,1.36
OCC(F)(F)F,100.03900000000002,20.23,1,1,55.8
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,334.22099999999995,166.25,4,7,1.8
NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],351.1460000000001,132.61,1,6,0.00931
CC(C)CC(=O)C(=O)O,130.143,54.370000000000005,1,2,6.76
CCCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,389.30500000000006,175.07,4,11,2.98
Nc1nc2nn(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc2c(=O)[nH]1,499.5560000000002,151.81,4,9,0.0321
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1ccccc1O,639.0650000000004,20.23,1,1,0.000226
Cc1cn(C2CC(N)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,321.22600000000006,156.87,4,7,5.61
C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,420.35,20.31,0,2,8.61e-05
NCCCN1CCN(CCCNC(=O)c2cc(OC3OC(CO)C(O)C(O)C3O)cc([N+](=O)[O-])c2)CC1,527.575,204.12,6,12,3.81
NCCC(=O)NCCC(N)C(=O)O,189.215,118.44,4,4,28.3
O=C([O-])C(=O)CC(O)C(O)C(=O)[O-],190.107,137.79,2,7,262.0
Nc1cc(F)cc(F)c1,129.109,26.02,1,1,8.24
CC(=O)NC(Cc1ccc(Oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2)cc1)C(=O)O,405.3190000000001,182.14,3,8,0.00894
NC(Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O,239.23099999999997,118.18,3,5,25.4
CCCCC(N)C=O,115.176,43.09,1,2,43.6
Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,271.269,125.40000000000002,5,7,32.9
NCc1ccc(F)cc1,125.14599999999996,26.02,1,1,0.184
CC(C)CC(C(=O)O)n1cc(CN)nn1,212.253,94.03,2,5,5.75
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](=O)[O-],882.6289999999999,406.7699999999999,9,21,3.62
OC1COC(O)C(O)C1O,150.13,90.15,4,5,1070.0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,456.3480000000002,208.09,6,10,0.668
CCC(OP(=O)(O)O)C(=O)O,184.084,104.06000000000002,3,3,22.1
COC1C(C)C(COP(=O)(O)O)OC1n1cc(C)c(=O)[nH]c1=O,350.2640000000001,140.07999999999998,3,7,4.89
Cc1ccc2sc(C3OC(CO)C(O)C(O)C3O)nc2c1,311.35900000000004,103.04,4,7,1.39
NCCCCC(N)C(=O)O,146.19,89.34,3,3,105.0
NCC1CCCN1,100.165,38.05,2,2,427.0
c1ccc(-c2cnc[nH]2)cc1,144.177,28.68,1,1,28.9
Oc1ccccc1,94.113,20.23,1,1,46.6
COC(=O)C1CC(C(=O)O)OC1C(CC(C)C)NC(C)=O,301.33900000000006,101.93,2,5,9.29
Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,467.1570000000001,250.18999999999997,6,12,11.8
Oc1cccc(-c2c(Cl)cccc2Cl)c1O,255.1,40.46,2,2,0.0784
NCCCCCCN,116.208,52.04,2,2,23.4
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(O)c1)C(CN1CCOCC1)=C2,457.5550000000003,130.24,2,8,0.146
CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,949.8480000000004,363.63000000000005,9,19,2.59
O=CCCCC=O,100.117,34.14,0,2,64.0
C=CCn1c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc2n(CCCC)c1=O,395.4630000000002,101.78,2,6,0.16
CC1OC(O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,321.326,162.87,8,9,168.0
NS(=O)(=O)c1c(F)cccc1F,193.174,60.16,1,2,1.62
Cn1nc(-c2cc(C(=O)O)c(Cl)cc2F)c(Br)c1C(F)(F)F,401.541,55.120000000000005,1,3,0.0104
Nc1ncnc2c1ncn2C1OC(CO)C(=O)C1O,265.229,136.38,3,9,13.6
NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)CC(c2ccc(CP(=O)(O)O)cc2)C=CCC(Cc2cccc3ccccc23)CNC1=O,688.7620000000001,187.92,6,5,0.000825
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,504.4380000000001,268.67999999999995,11,16,554.0
OCC(O)C(O)CO,122.12,80.92,4,4,1160.0
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,510.6210000000001,178.53,7,11,2.28
OCC1OC(OC2C(O)CC(O)OC2CO)C(O)C(O)C1O,326.298,169.29999999999998,7,10,545.0
CC1OC(O)C(O)C(O)C1O,164.15699999999998,90.15,4,5,827.0
O=C(O)C1=CC(O)C(O)CO1,160.12499999999997,86.99000000000001,3,4,274.0
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,256.257,77.76,3,4,0.0551
[N-]=[N+]=NC1(C(N)O)OC(CO)C(O)C(O)C1O,250.211,185.16,6,8,54.6
Cc1ncc(COP(=O)(O)O)c(CN=C(C=COCCN)C(=O)O)c1O,389.3010000000002,184.79,5,8,0.378
O=C(NCC(O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,365.86099999999993,88.59,4,4,0.287
NC(CS[As](O)O)C(=O)O,229.089,103.78000000000002,4,5,37.5
NC1C(CO)OC(O)C(O)C1O,179.172,116.17000000000002,5,6,537.0
NC(CP(=O)(O)O)C(=O)O,169.07299999999998,120.85,4,3,34.7
Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,182.139,103.51,3,4,3.6
Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,244.297,82.16,1,5,3.96
CC(=O)NC1C(O)CC(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)(C(=O)O)OC1C(O)C(O)CO,633.5530000000003,335.08000000000004,13,18,117.0
O=S(=O)(O)Cc1ccccc1,172.205,54.370000000000005,1,2,4.35
O=P(O)(O)Oc1ccccc1,174.092,66.76,2,2,7.64
O=C(O)CCC(=O)NC(C(=O)O)c1ccccc1,251.23800000000003,103.7,3,3,1.19
C=CCc1cccc(C)c1O,148.20499999999996,20.23,1,1,1.35
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,271.91400000000004,26.3,0,2,0.00502
O=C(O)C(O)CC(O)C(O)CO,180.156,118.22,5,5,255.0
NCc1c[nH]c2nc(N)[nH]c(=O)c12,179.183,113.57999999999998,4,4,2.93
COc1cccc(C=O)c1OP(=O)(O)O,232.128,93.06,2,4,3.87
Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,265.298,123.98999999999998,3,6,0.439
CC(C)CC(N)C(=O)NO,146.19,75.35000000000001,3,3,58.6
O=S(=O)(O)CCNC1CCCCC1,207.29499999999996,66.4,2,3,3.97
NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,612.6400000000004,317.64,10,12,0.406
CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,741.4610000000002,155.67,3,9,0.00655
NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,222.219,79.11,3,2,1.21
Nc1nc2c(ncn2C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)[nH]1,363.223,206.04,6,10,3.51
C1COCCO1,88.106,18.46,0,2,283.0
CC1=C(CCC(=O)O)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5C(C)S)C(C)=C4C(C)S)c(C)c3CCC(=O)O.[Fe],684.6650000000001,128.57999999999998,4,6,0.00697
Cn1cnc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c1=N,361.251,175.94,5,10,2.62
CC(C)(C)c1onc([O-])c1CC(N)C(=O)O,227.24,112.41,2,5,4.29
NC(C[NH3+])C(=O)O,105.11699999999998,90.96,3,2,177.0
CC(=O)NC1C(N)C=C(C(=O)O)OC1C(O)C(O)CO,290.27200000000005,162.34,6,7,58.0
CC(C)NCC(O)COc1cccc2ccccc12,259.34900000000005,41.49,2,3,0.0794
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,342.297,189.53,8,11,586.0
Cc1ncc(COP(=O)(O)O)c(CNC(C)P(=O)(O)O)c1O,356.2080000000001,169.43999999999997,6,6,3.98
S=c1cccc[nH]1,111.16899999999998,15.79,1,1,3.37
NC(CCC(=O)NC(CSC(O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O,570.3620000000002,202.52,7,9,0.163
COc1cc(OC)cc(C(=O)NC2C(O)C(CO)OC2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,570.6060000000001,152.88,4,11,0.0182
Nc1nc2c(c(=O)[nH]1)N1C(=O)OCC1CN2,223.192,113.34,3,6,4.26
NS(=O)(=O)c1ccc(NC(=S)OCCc2ccsc2)cc1,342.467,81.42,2,5,0.00512
CC(O)CBr,138.992,20.23,1,1,61.8
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,346.39000000000004,100.23,4,3,0.021
CCCCCCCOC1OC(CO)C(O)C(O)C1O,278.345,99.38,4,6,32.1
OCc1cccc(I)c1,234.036,20.23,1,1,0.329
CC(CP(=O)(O)C(N)CC(=O)O)C(=O)O,239.16399999999996,137.92,4,4,29.0
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccc(Br)cc12,1046.678,391.44999999999993,11,19,2.04
CC(=O)Nc1ccc(C(=O)O)cc1N=C(N)N,236.231,130.8,4,3,1.28
O=C([O-])C(O)C=C([O-])O,132.071,103.65,2,5,691.0
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,580.0510000000003,354.03000000000003,11,11,13.4
OCCS,78.136,20.23,2,2,29.2
Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,323.99,40.46,2,2,0.00359
CCOP(=O)(OCC)OCC,182.156,44.760000000000005,0,4,15.9
Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,426.12000000000006,186.07,5,10,3.26
Cc1c(CNc2cccc3ncccc23)cnc2nc(N)nc(N)c12,331.3830000000001,115.63,3,7,0.0267
NC(CS[As](=O)(O)O)C(=O)O,245.088,120.85,4,4,40.4
Cc1nnc(C2OC(CO)C(O)C(O)C2O)o1,246.219,129.07000000000002,4,8,48.7
O=C(O)C(O)c1ccccc1,152.149,57.53,2,2,16.8
C[N+](C)(C)c1cccc(C(O)(O)C(F)(F)F)c1,250.23999999999995,40.46,2,2,0.00872
CC(=O)N1CCCC1C(=O)O,157.169,57.61,1,2,517.0
CC1=C(CCOP(=O)(O)OP(=O)(O)O)SC2(C(C)O)Nc3nc(C)ncc3CN12,468.3650000000002,174.57,5,10,2.87
CN(C)CCCCC(N)C(=O)O,174.244,66.56,2,3,170.0
CC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,662.4420000000003,295.07000000000005,6,18,2.12
CSCCC(NC(N)=O)C(=O)O,192.24,92.42,3,3,12.8
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,297.3140000000001,76.50000000000001,2,6,0.133
c1c[nH]cn1,68.079,28.68,1,1,538.0
O=C(O)CC(NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,428.5130000000001,79.29,2,4,0.000488
CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,310.3090000000001,84.5,2,4,0.0139
Nc1cc2ccccc2c2ccccc12,193.249,26.02,1,1,0.00581
CC(O)C(CCc1cccc(Cl)c1Cl)n1cnc(C(N)=O)c1,342.2260000000001,81.13999999999999,2,4,0.0377
O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,260.362,36.1,2,2,0.014
CC(=N)N1CCC(Oc2ccc3nc(C)n(Cc4ccc5ccc(C(N)=[NH2+])cc5c4)c3c2)CC1,455.5860000000002,105.75,3,4,0.0152
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,432.98300000000006,83.55,3,3,0.519
O=C(O)CCP(=O)(O)O,154.05800000000002,94.83,3,2,27.4
NC(=O)C(N)Cc1ccc(O)cc1,180.207,89.34,3,3,2.98
CCCCCCCCCCCCCCCC=O,240.43099999999995,17.07,0,1,5.88e-05
NC(CSO)C(=O)O,137.16,83.55,3,4,470.0
O=C(NC(Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,443.9060000000001,85.43,3,3,0.0223
O=C(NCCS)c1cc2cc(F)ccc2[nH]1,238.28700000000003,44.89,3,2,0.0262
Cc1cnc[nH]1,82.106,28.68,1,1,585.0
NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,222.219,79.11,3,2,1.59
CC(C)N(O)C(=O)C(=O)O,147.13,77.84,2,3,23.5
CC(C)N(C(=O)c1ccc(Cl)cc1Cl)c1cc(-c2ccccc2)sc1C(=O)O,434.3440000000001,57.61,1,3,0.000276
OC1COC(O)C(O)C1O,150.13,90.15,4,5,1220.0
CSCCC(N)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O,349.41200000000015,116.22,3,6,0.133
COP(=O)(NC1OC(CO)C(O)C(O)C1O)OC,287.20500000000004,137.71,5,8,32.6
CCC1CC(C)C2(NC1=O)OC(CC(O)C(C)CCC=CC=C(C)C1CC=CC=CC(O)C(C)C(O)C(CCC(C)=O)C(=O)NC(C(C)C)C(=O)NC(Cc3cccc(O)c3)C(=O)N3CCCC(N3)C(=O)O1)C(C)C(O)C2C,1090.4099999999994,273.39,9,14,0.0114
OCCOCCOCCOCCOCCOCCOCCO,326.3860000000001,95.84000000000002,2,8,1.55
COc1ccc(CC(NC(=O)CC(C)(C)N)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(CC2CCCCC2)C(O)C(O)CC(C)C)cc1,656.8690000000003,191.69,7,8,0.0122
COC(C(=O)NC1CCC(O)CNC1=O)C(O)C(O)C(O)C=CC(C)(C)C,388.4610000000001,148.35,6,7,10.9
CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,607.3550000000004,305.86,9,16,11.4
[C-]#[N+]CC,55.08,4.36,0,0,1.08
Cc1ccc(CCC(=O)O)cc1,164.20400000000004,37.3,1,1,0.493
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,420.093,260.97,9,9,14.8
CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COP(=O)(O)O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,733.1529999999996,85.22000000000001,2,4,5.11e-05
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,323.19800000000004,177.36,5,9,16.3
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC1CN(C(=O)C(CC(C)C)NC(=O)OCc2ccccc2)CC1=O,594.7090000000003,143.14,3,7,0.0045
COC1OC(CO)C(S)C(O)C1O,210.251,79.15,4,6,40.6
O=[N+]([O-])c1ccc(O)c(O)c1,155.10899999999998,83.60000000000001,2,4,7.76
NC(CCC(=O)NC(CS)C(=O)O)C(=O)O,250.276,129.72,5,5,2.62
O=C(O)C1CC2CCCCC2N1,169.22400000000002,49.33,2,2,10.9
O=c1cc(O)c2ccccc2o1,162.14399999999998,50.44,1,3,2.78
OCC1NCC(O)C1O,133.147,72.72,4,4,659.0
NC(CCCCO)C(=O)O,147.174,83.55,3,3,101.0
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,388.162,197.61,5,9,8.03
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,344.3330000000001,125.27,2,7,0.089
O=c1cc[nH]c(=O)[nH]1,112.088,65.72,2,2,26.5
O=c1[nH]n(CCc2ccccc2)c(=O)c2ccccc12,266.3,54.86,1,3,0.0337
O=C(O)c1cscn1,129.14,50.19,1,3,3.39
Nc1ncnc2c1ncn2C1OC(C[Se]CCC(N)C(=O)O)C(O)C1O,431.31100000000015,182.63,5,10,8.42
CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,308.37800000000004,112.65,4,4,1.29
CC(CC(N)C(=O)O)C(=O)O,161.15699999999998,100.62000000000002,3,3,267.0
CCCCCCCCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,949.3139999999996,231.13,7,15,0.00208
C=CC(NC(=O)C(CS)NC(=O)CCCC(N)C(=O)O)C(=O)O,347.3930000000001,158.82,6,6,0.905
COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,241.25000000000003,67.00999999999999,2,3,0.323
CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1466.0859999999998,236.94999999999996,3,15,6.62e-05
N#CC(O)c1ccc(O)cc1,149.149,64.25,2,3,8.37
CC(CN)C(=O)[O-],102.113,66.15,1,3,567.0
Cc1ncc(COP(=O)(O)O)c(CNCC(C)OP(=O)(O)O)c1O,386.2340000000001,178.67,6,7,2.62
O=S(=O)(O)CCCN1CCOCC1,209.26699999999997,66.84,1,4,37.2
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,404.16100000000006,217.84,6,10,8.89
CON=C(C(=O)NC(C=O)C1NC(C(=O)O)C(C)(C)S1)c1csc(N)n1,401.4700000000001,156.0,4,10,0.138
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(O)CO,483.5590000000002,145.58,3,9,0.00329
CC1OC(O)C(O)C(O)C1N,163.17299999999997,95.94,4,5,722.0
CCCCCCCCCCCCCCCC(=O)NCC(=O)O,313.482,66.4,2,2,0.000708
O=C(O)C(CI)Cc1ccccc1,290.1,37.3,1,1,0.0576
Cc1cc(S(=O)(=O)O)ccc1-n1[nH]c(C)c(N=Nc2cc(S(=O)(=O)O)ccc2C(=O)O)c1=O,496.4790000000002,208.54999999999995,4,9,0.156
NC(N)c1ccc2nc(C(=O)c3nc4ccc(C(N)N)cc4[nH]3)[nH]c2c1.[Zn],415.776,178.51,6,7,0.0112
O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12,356.17900000000003,81.23999999999998,3,3,0.0341
CC(Cn1ccnn1)(C(NC=CC=O)C(=O)O)S(=O)[O-],301.30400000000003,137.24,2,8,2.14
O=C(NCc1ccccc1)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,389.40400000000005,128.48000000000002,5,7,2.49
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(O)C(CO)OC2n2ccc(=O)[nH]c2=O)C(O)C1O,573.4120000000003,279.62,7,17,3.49
O=c1ccn(C2CC(OP(=O)(O)O)C(CO)O2)c(=O)[nH]1,308.18300000000005,151.08,4,7,8.41
NC(=Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,369.9210000000001,50.41,2,3,0.000841
COC(=O)CC1=C(C(=O)O)NC(C(C=O)NC(=O)Cc2cccs2)SC1,398.46200000000016,121.8,3,8,0.0279
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)OCCCC(O)(CC)CC)CC(O)CC1O,460.6990000000004,69.92,3,4,0.00632
C[Si](C)(C)C(CC(=O)O)C(=O)O,190.271,74.6,2,2,5.95
COC(=O)C(Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CC1CCCN(C(=N)N)C1,446.5510000000003,108.51,3,4,0.00858
Cc1cccc(O)c1O,124.13899999999998,40.46,2,2,36.7
O=C(O)C(NOCCS)c1c[nH]c2ccccc12,266.32200000000006,74.35,4,4,0.106
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC1CCN(C#N)C1,358.4420000000001,94.45999999999998,2,5,0.137
CN(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,381.3930000000001,185.86999999999995,5,11,6.81
O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,255.119,161.23,5,4,6.73
CC(C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C)=CC=CC=C(C)C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C,600.8840000000001,65.52,2,4,0.000568
NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,744.4170000000006,364.7900000000001,9,18,4.84
Cc1c[nH]c(=O)[nH]c1=O,126.115,65.72,2,2,10.8
Nc1ncnc2c(C3OC(COP(=O)(O)O)C(O)C3O)[nH]nc12,347.224,196.93,6,9,13.3
CC1(C)CCC(C)(C)c2cc(C(O)c3ccc4cc(C(=O)O)ccc4c3)ccc21,388.5070000000001,57.53,2,2,0.000149
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.25600000000003,86.99000000000001,3,5,0.214
NS(=O)(=O)c1ccc2c(c1)CNCC2,212.27399999999997,72.19,2,3,2.08
NC(CCC(=O)NC1CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCNC(=O)CNC1=O)C(=O)O,721.8600000000001,313.27,11,13,0.0121
O=C(O)CCC(CCc1ccccc1)NC(=O)CCCCCCc1ccccc1,395.5430000000003,66.4,2,2,0.000201
OCC1OC(OC2C(CO)OC(OCCCCCCC3CCCCC3)C(O)C2O)C(O)C(O)C1O,508.60500000000025,178.53,7,11,2.89
